store_id,name,food_type,avg_rating,menu_items,business_hours,price_tier,price_range_rm,tags,is_synthetic_metadata
zc1o,cendol & mee rojak bandar utama,desserts,4.5,"[""House Noodle"", ""Chef Signature Rice"", ""Chicken Chop"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Fresh Juice""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, delivery, takeaway, late-night",True
b3ep,cun cun burger,burgers,4.9,"[""Iced Lemon Tea"", ""Mushroom Swiss Burger"", ""Classic Beef Burger"", ""Curly Fries"", ""Onion Rings"", ""Double Cheese Burger""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:burgers, price:premium, halal-friendly, delivery, spicy, late-night",True
vfcr,fiera kitchen @ uptown kota dame,malaysian,4.7,"[""Satay Set"", ""Mee Goreng Mamak"", ""Teh Tarik"", ""Laksa Utara"", ""Nasi Lemak Special"", ""Sambal Sotong""]",Tue-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, halal-friendly, quick-bites, late-night",True
jl64,dailytree vegetarian,asian,4.6,"[""Fresh Juice"", ""Spicy Stir Fry"", ""Soup of the Day"", ""Chef Signature Rice"", ""Chicken Chop"", ""Dessert Special""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, delivery, quick-bites, late-night",True
awla,warung padang by the majapahit (the curve),chicken,4.0,"[""Fresh Juice"", ""House Noodle"", ""Spicy Stir Fry"", ""Dessert Special"", ""Chicken Chop"", ""Chef Signature Rice""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, delivery, spicy",True
njrs,penyet jakarta by the majapahit (the curve),ayam penyet,3.9,"[""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Fresh Juice"", ""Soup of the Day"", ""Chicken Chop"", ""House Noodle""]",Mon-Sun 16:00-01:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, takeaway, quick-bites, late-night",True
bkr7,penyet suroboyo (the curve),ayam penyet,4.0,"[""Seasonal Vegetables"", ""Chef Signature Rice"", ""Dessert Special"", ""Soup of the Day"", ""House Noodle"", ""Chicken Chop""]",Mon-Sun 07:00-15:00,budget,RM8-RM20,"cuisine:default, price:budget, dine-in, delivery, takeaway",True
p4ff,origin cafe pj,european,4.8,"[""House Noodle"", ""Chicken Chop"", ""Seasonal Vegetables"", ""Soup of the Day"", ""Chef Signature Rice"", ""Dessert Special""]",Tue-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, quick-bites, spicy",True
lri7,restoran nasi kandar a1 bistro,asian,4.2,"[""Spicy Stir Fry"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Chicken Chop"", ""Dessert Special""]",Mon-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:default, price:budget, family-friendly, delivery, spicy",True
k0az,black canyon (one utama),tom yum,4.4,"[""Chef Signature Rice"", ""Spicy Stir Fry"", ""Soup of the Day"", ""Fresh Juice"", ""House Noodle"", ""Chicken Chop""]",Tue-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, halal-friendly, dine-in",True
s1aj,johnny's restaurant (1 utama),fried rice,4.7,"[""House Noodle"", ""Chef Signature Rice"", ""Chicken Chop"", ""Fresh Juice"", ""Spicy Stir Fry"", ""Dessert Special""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, dine-in, delivery, late-night",True
z95x,yen pure vege (new restaurant gembira mj),vegetarian,4.7,"[""Spicy Stir Fry"", ""Chicken Chop"", ""House Noodle"", ""Soup of the Day"", ""Dessert Special"", ""Chef Signature Rice""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, spicy, delivery",True
k4ua,"ali, muthu & ah hock kopitiam (oasis square)",malaysian,4.5,"[""Satay Set"", ""Ikan Bakar"", ""Sambal Sotong"", ""Teh Tarik"", ""Roti Canai"", ""Nasi Goreng Kampung""]",Mon-Sat 07:00-15:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, quick-bites, halal-friendly",True
fppb,che’nor outlet cafe ( damansara perdana ),porridge,4.5,"[""Seasonal Vegetables"", ""Soup of the Day"", ""Dessert Special"", ""Fresh Juice"", ""Spicy Stir Fry"", ""Chicken Chop""]",Mon-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:default, price:budget, dine-in, quick-bites, takeaway",True
tnao,ramly burger original,burgers,4.7,"[""Classic Beef Burger"", ""Spicy Chicken Burger"", ""Curly Fries"", ""Onion Rings"", ""Mushroom Swiss Burger"", ""Double Cheese Burger""]",Mon-Sat 10:00-20:00,premium,RM30-RM70,"cuisine:burgers, price:premium, halal-friendly, dine-in, delivery",True
c8on,nasi kerabu sani,chicken,4.7,"[""Spicy Stir Fry"", ""Soup of the Day"", ""Fresh Juice"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Chicken Chop""]",Mon-Sat 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, dine-in, delivery",True
cns1,lck wantan mee ok family restaurant,noodles,4.6,"[""Curry Mee"", ""Dry Wantan Mee"", ""Pan Mee"", ""Fried Mee Hoon"", ""Beef Noodle Soup"", ""Barley Drink""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:noodles, price:premium, quick-bites, delivery, halal-friendly",True
lecd,kuala burger - damansara perdana,malaysian,4.5,"[""Ayam Berempah"", ""Roti Canai"", ""Sambal Sotong"", ""Ikan Bakar"", ""Teh Tarik"", ""Mee Goreng Mamak""]",Mon-Sat 10:00-20:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, delivery, dine-in, family-friendly",True
i4sl,kedai nasi ayam tempayan ustaz,chicken,4.7,"[""Soup of the Day"", ""Dessert Special"", ""Spicy Stir Fry"", ""House Noodle"", ""Seasonal Vegetables"", ""Fresh Juice""]",Tue-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, spicy, family-friendly, quick-bites",True
n6t2,nasi lemak tanglin (uptown damansara),nasi lemak,4.6,"[""Mee Goreng Mamak"", ""Laksa Utara"", ""Satay Set"", ""Roti Canai"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, halal-friendly, takeaway",True
p1be,jebat burger,burgers,4.7,"[""Iced Lemon Tea"", ""Mushroom Swiss Burger"", ""Double Cheese Burger"", ""Classic Beef Burger"", ""Curly Fries"", ""Spicy Chicken Burger""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:burgers, price:premium, dine-in, delivery, quick-bites, late-night",True
rcfp,nasi kerabu mijie (kota damansara),nasi kerabu,4.8,"[""Chicken Chop"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Soup of the Day"", ""Spicy Stir Fry"", ""Fresh Juice""]",Mon-Sat 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, quick-bites, takeaway, dine-in",True
fetp,nasi lemak kak zah,nasi lemak,4.8,"[""Nasi Lemak Special"", ""Laksa Utara"", ""Ikan Bakar"", ""Teh Tarik"", ""Mee Goreng Mamak"", ""Sambal Sotong""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, quick-bites, family-friendly, late-night",True
x6mc,mui yin segambut yong tau foo,chinese,4.6,"[""Sweet and Sour Fish"", ""Loh Mee"", ""Char Kuey Teow"", ""Wantan Mee"", ""Kung Pao Chicken"", ""Hot and Sour Soup""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:chinese, price:premium, delivery, family-friendly, halal-friendly, late-night",True
dv6z,rustic borneo kitchen,asian,4.4,"[""Fresh Juice"", ""Chef Signature Rice"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Dessert Special""]",Mon-Fri 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, quick-bites, family-friendly",True
q9lv,the chicken rice shop (paradigm mall),chicken,4.8,"[""House Noodle"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Dessert Special"", ""Soup of the Day"", ""Fresh Juice""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, dine-in, delivery",True
l9gg,sri ledang corner,nasi lemak,4.7,"[""Laksa Utara"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung"", ""Teh Tarik"", ""Ikan Bakar"", ""Roti Canai""]",Mon-Sat 16:00-01:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, halal-friendly, dine-in, quick-bites, late-night",True
fmh1,restoran rabiha,malaysian,4.6,"[""Mee Goreng Mamak"", ""Laksa Utara"", ""Ikan Bakar"", ""Satay Set"", ""Roti Canai"", ""Nasi Lemak Special""]",Mon-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, takeaway, dine-in, late-night",True
pyby,azlin's kitchen-kelana jaya,chicken,4.7,"[""Dessert Special"", ""Spicy Stir Fry"", ""Soup of the Day"", ""House Noodle"", ""Chef Signature Rice"", ""Chicken Chop""]",Mon-Fri 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, dine-in, family-friendly",True
r1eo,shisha garden pj,malaysian,4.2,"[""Mee Goreng Mamak"", ""Ayam Berempah"", ""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Nasi Lemak Special"", ""Sambal Sotong""]",Mon-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, dine-in, family-friendly",True
w2vr,banana bro perggh... nak lagi!!!,malaysian,4.3,"[""Mee Goreng Mamak"", ""Ayam Berempah"", ""Sambal Sotong"", ""Satay Set"", ""Nasi Lemak Special"", ""Laksa Utara""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, delivery, dine-in, late-night",True
yvkf,alif satay,chicken,4.4,"[""House Noodle"", ""Soup of the Day"", ""Chicken Chop"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Dessert Special""]",Tue-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, spicy, quick-bites",True
skej,rojak dan cendol din (ttdi),desserts,4.4,"[""Fresh Juice"", ""Chef Signature Rice"", ""Chicken Chop"", ""House Noodle"", ""Dessert Special"", ""Seasonal Vegetables""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, spicy, halal-friendly",True
zmvp,robert’s penang fried kueh teow damansara kim,kuey teow,4.5,"[""Fresh Juice"", ""House Noodle"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Soup of the Day""]",Mon-Fri 16:00-01:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, dine-in, takeaway, late-night",True
r8bu,restoran anika selera,malaysian,4.6,"[""Roti Canai"", ""Mee Goreng Mamak"", ""Laksa Utara"", ""Ayam Berempah"", ""Nasi Goreng Kampung"", ""Ikan Bakar""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, family-friendly, quick-bites",True
g9gj,der fried chicken,fried chicken,4.8,"[""Chef Signature Rice"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Fresh Juice"", ""House Noodle""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, dine-in, delivery, late-night",True
uo9o,gerai tok ana & tok ayah,roti canai,4.6,"[""Mee Goreng Mamak"", ""Laksa Utara"", ""Nasi Goreng Kampung"", ""Ikan Bakar"", ""Roti Canai"", ""Sambal Sotong""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, family-friendly, halal-friendly, dine-in",True
seek,ms. shawarma,middle eastern,4.5,"[""Chicken Chop"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Dessert Special"", ""Fresh Juice"", ""Soup of the Day""]",Mon-Sun 12:00-23:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, dine-in, takeaway, late-night",True
vek1,memorist kitchen,porridge,4.6,"[""Chicken Chop"", ""Dessert Special"", ""Seasonal Vegetables"", ""Fresh Juice"", ""Chef Signature Rice"", ""House Noodle""]",Mon-Sat 09:00-18:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, spicy, dine-in",True
c5qc,murni (ss2),fried rice,4.6,"[""Soup of the Day"", ""House Noodle"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Fresh Juice"", ""Dessert Special""]",Mon-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, spicy, delivery",True
e4k0,hk wanton noodles (ss2 wai sek kai),noodles,4.2,"[""Beef Noodle Soup"", ""Barley Drink"", ""Curry Mee"", ""Dry Wantan Mee"", ""Pan Mee"", ""Fried Mee Hoon""]",Mon-Sat 10:00-20:00,mid,RM15-RM35,"cuisine:noodles, price:mid, family-friendly, halal-friendly, takeaway",True
zy0p,pop meals (ttdi),malaysian,4.7,"[""Roti Canai"", ""Teh Tarik"", ""Laksa Utara"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Satay Set""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, family-friendly, dine-in, delivery, late-night",True
x7r2,selera astana damansara,asian,4.5,"[""Dessert Special"", ""House Noodle"", ""Spicy Stir Fry"", ""Chicken Chop"", ""Fresh Juice"", ""Chef Signature Rice""]",Mon-Sun 09:00-18:00,budget,RM8-RM20,"cuisine:default, price:budget, family-friendly, spicy, halal-friendly",True
pw2f,gvg cafe,western,4.4,"[""Chicken Chop"", ""Fresh Juice"", ""Spicy Stir Fry"", ""Dessert Special"", ""Seasonal Vegetables"", ""Chef Signature Rice""]",Mon-Fri 09:00-18:00,mid,RM15-RM35,"cuisine:default, price:mid, family-friendly, delivery, halal-friendly",True
gtjd,ipoh canning garden chee cheong fun,malaysian,4.6,"[""Laksa Utara"", ""Mee Goreng Mamak"", ""Roti Canai"", ""Nasi Lemak Special"", ""Teh Tarik"", ""Satay Set""]",Mon-Sat 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, spicy, takeaway",True
o8tg,warung along nasi lemak hulk,nasi lemak,4.5,"[""Ayam Berempah"", ""Nasi Lemak Special"", ""Roti Canai"", ""Ikan Bakar"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, spicy, halal-friendly",True
zfol,mohd chan (kelana jaya),asian,4.7,"[""Soup of the Day"", ""Fresh Juice"", ""House Noodle"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Seasonal Vegetables""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, takeaway, dine-in",True
p8dx,ayam goreng kunyit meletop (ttdi),chicken,4.8,"[""Fresh Juice"", ""Chicken Chop"", ""House Noodle"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Dessert Special""]",Tue-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, family-friendly, quick-bites, spicy",True
p1de,sajian mz kelana,fried rice,4.8,"[""Chef Signature Rice"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Dessert Special"", ""Fresh Juice"", ""Spicy Stir Fry""]",Tue-Sun 09:00-18:00,mid,RM15-RM35,"cuisine:default, price:mid, halal-friendly, dine-in, delivery",True
g1t0,renchah hasanah,fried rice,4.7,"[""Chicken Chop"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Dessert Special"", ""Soup of the Day"", ""Fresh Juice""]",Mon-Sat 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, family-friendly, delivery, quick-bites",True
xer8,restoran samira cuisine,middle eastern,4.7,"[""Chicken Chop"", ""Chef Signature Rice"", ""Soup of the Day"", ""Fresh Juice"", ""Dessert Special"", ""Seasonal Vegetables""]",Mon-Sat 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, halal-friendly, delivery",True
eu9x,mr mac (rasta ttdi),pasta,4.6,"[""Aglio Olio"", ""Mushroom Soup"", ""Garlic Bread"", ""Lemon Soda"", ""Bolognese"", ""Carbonara""]",Mon-Sat 11:00-22:00,premium,RM30-RM70,"cuisine:pasta, price:premium, dine-in, takeaway, family-friendly",True
tvbx,warung katup sayup (kelana jaya),malaysian,4.7,"[""Ayam Berempah"", ""Teh Tarik"", ""Nasi Goreng Kampung"", ""Ikan Bakar"", ""Roti Canai"", ""Mee Goreng Mamak""]",Mon-Sun 16:00-01:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, quick-bites, takeaway, late-night",True
c2tq,rice.co,malaysian,4.6,"[""Ayam Berempah"", ""Satay Set"", ""Laksa Utara"", ""Mee Goreng Mamak"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung""]",Mon-Fri 07:00-15:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, family-friendly, halal-friendly",True
n9kt,restoran puteri penchala,malaysian,4.3,"[""Nasi Lemak Special"", ""Teh Tarik"", ""Roti Canai"", ""Satay Set"", ""Nasi Goreng Kampung"", ""Laksa Utara""]",Mon-Fri 09:00-18:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, dine-in, spicy",True
dc88,botak nasi lemak seapark,nasi lemak,4.8,"[""Ikan Bakar"", ""Laksa Utara"", ""Ayam Berempah"", ""Nasi Goreng Kampung"", ""Sambal Sotong"", ""Mee Goreng Mamak""]",Mon-Sat 09:00-18:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, takeaway, halal-friendly, delivery",True
qkpx,kak nurul thai coner,malaysian,4.6,"[""Satay Set"", ""Nasi Goreng Kampung"", ""Sambal Sotong"", ""Mee Goreng Mamak"", ""Ayam Berempah"", ""Ikan Bakar""]",Tue-Sun 16:00-01:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, spicy, takeaway, dine-in, late-night",True
t6si,restoran utara,malaysian,4.6,"[""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Sambal Sotong"", ""Laksa Utara"", ""Teh Tarik""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, family-friendly, dine-in, late-night",True
oj0c,ipoh shredded chicken kuey teow @ restoran mj wang,noodles,4.5,"[""Curry Mee"", ""Dry Wantan Mee"", ""Beef Noodle Soup"", ""Fried Mee Hoon"", ""Fish Ball Noodle"", ""Barley Drink""]",Tue-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:noodles, price:budget, delivery, takeaway, dine-in",True
b43j,our cafe,briyani,4.4,"[""Spicy Stir Fry"", ""Fresh Juice"", ""Dessert Special"", ""House Noodle"", ""Chef Signature Rice"", ""Soup of the Day""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, delivery, halal-friendly",True
m7lf,thong kee cafe (sea park),asian,4.7,"[""Fresh Juice"", ""Seasonal Vegetables"", ""House Noodle"", ""Chicken Chop"", ""Soup of the Day"", ""Spicy Stir Fry""]",Mon-Sat 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, delivery, quick-bites",True
p0jx,omulab (seksyen 17),japanese,4.3,"[""Tempura Udon"", ""Matcha Latte"", ""Chicken Katsu Curry"", ""Unagi Don"", ""Salmon Don"", ""Ramen Shoyu""]",Mon-Sat 16:00-01:00,budget,RM8-RM20,"cuisine:japanese, price:budget, quick-bites, dine-in, takeaway, late-night",True
n3m0,botak nasi lemak,nasi lemak,4.7,"[""Mee Goreng Mamak"", ""Ayam Berempah"", ""Roti Canai"", ""Nasi Lemak Special"", ""Laksa Utara"", ""Sambal Sotong""]",Mon-Sat 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, spicy, quick-bites, halal-friendly",True
w3xk,sushi koi paramount pj,japanese,4.6,"[""Chicken Katsu Curry"", ""California Maki"", ""Unagi Don"", ""Salmon Don"", ""Ramen Shoyu"", ""Teriyaki Bento""]",Mon-Sat 16:00-01:00,premium,RM30-RM70,"cuisine:japanese, price:premium, spicy, quick-bites, delivery, late-night",True
f2ih,d’hamodal cafe,malaysian,4.8,"[""Laksa Utara"", ""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Nasi Lemak Special"", ""Mee Goreng Mamak""]",Mon-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, family-friendly, dine-in, late-night",True
n6ib,watie nasi kerabu damansara damai,chicken,4.6,"[""Dessert Special"", ""Fresh Juice"", ""Chicken Chop"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Spicy Stir Fry""]",Tue-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, spicy, quick-bites, late-night",True
s7qi,suri nasi lemak panas 223,nasi lemak,4.6,"[""Sambal Sotong"", ""Roti Canai"", ""Teh Tarik"", ""Satay Set"", ""Ikan Bakar"", ""Ayam Berempah""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, takeaway, dine-in",True
n8ee,gerai cik norlia (sek14),asian,4.7,"[""Chef Signature Rice"", ""House Noodle"", ""Soup of the Day"", ""Spicy Stir Fry"", ""Chicken Chop"", ""Fresh Juice""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, takeaway, quick-bites, late-night",True
o4tm,citarasa pantai timur,briyani,4.6,"[""Chef Signature Rice"", ""Soup of the Day"", ""Seasonal Vegetables"", ""House Noodle"", ""Chicken Chop"", ""Spicy Stir Fry""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, halal-friendly, takeaway",True
b7vd,gerai kak sofie,malaysian,4.8,"[""Laksa Utara"", ""Mee Goreng Mamak"", ""Nasi Lemak Special"", ""Sambal Sotong"", ""Ikan Bakar"", ""Nasi Goreng Kampung""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, family-friendly, spicy, quick-bites",True
l2nl,puyok panas,nasi kerabu,4.4,"[""Spicy Stir Fry"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Chef Signature Rice"", ""House Noodle""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, spicy, halal-friendly",True
l1rz,azhar station ayam goreng kunyit (petaling jaya),chicken,4.9,"[""Seasonal Vegetables"", ""Soup of the Day"", ""Fresh Juice"", ""Chicken Chop"", ""Chef Signature Rice"", ""Spicy Stir Fry""]",Tue-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, takeaway, spicy, late-night",True
vsyp,shah burger,burgers,4.6,"[""Double Cheese Burger"", ""Curly Fries"", ""Classic Beef Burger"", ""Spicy Chicken Burger"", ""Mushroom Swiss Burger"", ""Onion Rings""]",Mon-Fri 07:00-15:00,mid,RM15-RM35,"cuisine:burgers, price:mid, family-friendly, spicy, quick-bites",True
q4tj,sup meletop zamri viral 223,soups,4.7,"[""Soup of the Day"", ""Spicy Stir Fry"", ""Chicken Chop"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""House Noodle""]",Mon-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, quick-bites, halal-friendly",True
dmwh,restoran irfan rezeki,roti canai,4.3,"[""Teh Tarik"", ""Mee Goreng Mamak"", ""Ayam Berempah"", ""Roti Canai"", ""Nasi Lemak Special"", ""Sambal Sotong""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, family-friendly, quick-bites",True
bqbn,chacha & chachi chapati house,sandwiches,3.7,"[""Seasonal Vegetables"", ""Chef Signature Rice"", ""Dessert Special"", ""Soup of the Day"", ""Spicy Stir Fry"", ""Fresh Juice""]",Tue-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, dine-in, quick-bites",True
q4kv,ayam penyet watie 223,ayam penyet,4.7,"[""House Noodle"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Chicken Chop"", ""Dessert Special""]",Mon-Sat 12:00-23:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, spicy, family-friendly, late-night",True
byy2,nasi daging bakar rusa menangis (the petak prima damansara),malaysian,4.4,"[""Ayam Berempah"", ""Roti Canai"", ""Nasi Goreng Kampung"", ""Mee Goreng Mamak"", ""Teh Tarik"", ""Ikan Bakar""]",Tue-Sun 12:00-23:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, quick-bites, halal-friendly, takeaway, late-night",True
hyp0,asam pedas iman,chicken,4.3,"[""Chef Signature Rice"", ""Spicy Stir Fry"", ""Dessert Special"", ""House Noodle"", ""Seasonal Vegetables"", ""Fresh Juice""]",Mon-Sat 09:00-18:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, family-friendly, halal-friendly",True
ue7c,gerai tomyam pak cik amir,fried rice,4.7,"[""Fresh Juice"", ""House Noodle"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Chicken Chop"", ""Soup of the Day""]",Tue-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, spicy, delivery",True
rofm,warung bakso pak’de huda,soups,4.6,"[""Chef Signature Rice"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Chicken Chop"", ""Fresh Juice"", ""Dessert Special""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, takeaway, spicy, late-night",True
ask7,warong penyet mek alya,malaysian,4.8,"[""Ikan Bakar"", ""Roti Canai"", ""Mee Goreng Mamak"", ""Laksa Utara"", ""Ayam Berempah"", ""Satay Set""]",Mon-Fri 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, takeaway, family-friendly",True
mg5p,a&w (ativo plaza),fast food,4.4,"[""Chef Signature Rice"", ""Dessert Special"", ""Soup of the Day"", ""Chicken Chop"", ""House Noodle"", ""Spicy Stir Fry""]",Tue-Sun 07:00-15:00,budget,RM8-RM20,"cuisine:default, price:budget, takeaway, delivery, dine-in",True
wd6n,nasi kerabu pattani (subang),nasi kerabu,4.3,"[""Dessert Special"", ""Chef Signature Rice"", ""Chicken Chop"", ""Fresh Juice"", ""Soup of the Day"", ""Spicy Stir Fry""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, delivery, dine-in, late-night",True
p2vt,restoran zone 8 white coffee,noodles,4.6,"[""Fried Mee Hoon"", ""Barley Drink"", ""Curry Mee"", ""Dry Wantan Mee"", ""Beef Noodle Soup"", ""Fish Ball Noodle""]",Mon-Sat 16:00-01:00,premium,RM30-RM70,"cuisine:noodles, price:premium, spicy, family-friendly, quick-bites, late-night",True
j1rs,pisang goreng pj seksyen 8,malaysian,4.7,"[""Ayam Berempah"", ""Nasi Goreng Kampung"", ""Sambal Sotong"", ""Nasi Lemak Special"", ""Mee Goreng Mamak"", ""Satay Set""]",Mon-Sat 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, takeaway, delivery",True
n942,annabella,nasi lemak,4.4,"[""Laksa Utara"", ""Teh Tarik"", ""Nasi Lemak Special"", ""Ikan Bakar"", ""Roti Canai"", ""Mee Goreng Mamak""]",Mon-Fri 07:00-15:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, spicy, family-friendly, delivery",True
